date,shares_traded,amount_traded,open,high,low,close,fluctuation,transction
109/08/31,"2,283,388","290,652,776",128,130,125.5,126,-1,"1,364"
109/09/01,"4,042,629","494,683,409",126.5,128.5,123.5,128,2,"2,088"
109/09/02,"3,944,843","503,021,162",129,129,126,127.5,-0.5,"2,245"
109/09/03,"3,522,492","448,798,476",129,129.5,126,127.5,0,"2,260"
109/09/04,"3,251,476","404,383,476",124.5,125.5,123.5,125,-2.5,"2,235"
109/09/07,"2,382,769","292,801,587",125,126,122,122,-3,"1,814"
109/09/08,"4,345,927","522,069,698",122.5,123,119,119.5,-2.5,"3,152"
109/09/09,"3,479,878","414,013,048",118,122.5,117.5,122.5,3,"1,864"
109/09/10,"2,766,426","335,932,829",123,125,119,119.5,-3,"1,991"
109/09/11,"2,561,931","304,953,113",120,121,117,121,1.5,"1,452"
109/09/14,"3,553,271","438,260,732",122,125,120.5,124.5,3.5,"2,131"
109/09/15,"5,293,289","674,379,492",124.5,129,124,128,3.5,"3,139"
109/09/16,"4,449,333","572,970,952",130,131,126,127,-1,"2,783"
109/09/17,"1,496,174","188,683,424",126.5,127.5,125,126,-1,"1,121"
109/09/18,"1,244,389","157,418,903",126,127.5,125,127.5,1.5,906
109/09/21,"1,179,252","148,526,500",128,128,125,125,-2.5,896
109/09/22,"2,173,465","265,535,410",124.5,126.5,122,124.5,-0.5,"1,117"
109/09/23,"2,626,761","327,041,364",125.5,126,122.5,124.5,0,"1,325"
109/09/24,"2,631,607","323,691,768",123,124,122,123,-1.5,"1,426"
109/09/25,"3,094,393","372,039,660",123.5,124,118,119.5,-3.5,"1,848"
109/09/28,"1,094,810","132,687,510",121.5,122.5,119.5,121.5,2,814
109/09/29,"739,056","90,085,302",123,123,121,121.5,0,469
109/09/30,"1,191,546","144,078,612",121.5,122,119.5,121.5,0,762
109/10/05,"1,144,913","138,610,973",121,123,120,120.5,-1,825
109/10/06,"2,681,785","331,716,340",121.5,125,121.5,124,3.5,"1,723"
109/10/07,"1,520,140","188,374,000",124,124.5,123,124.5,0.5,"1,093"
109/10/08,"2,158,532","269,412,730",126,126,124,124.5,0,"1,306"
109/10/12,"3,054,028","362,428,213",125.5,125.5,122,122,-2.5,"1,274"
109/10/13,"4,170,054","518,433,250",122,125.5,122,125,3,"2,198"
109/10/14,"7,584,438","917,857,936",124,124,120,120.5,-4.5,"5,224"
109/10/15,"3,408,135","407,464,700",120,121,118.5,119.5,-1,"2,135"
109/10/16,"2,253,239","270,266,180",119.5,121,119,119.5,0,"1,423"
109/10/19,"6,363,882","784,734,368",120,124.5,119.5,124,4.5,"3,860"
109/10/20,"2,546,242","315,382,008",123.5,125,123,123.5,-0.5,"1,716"
109/10/21,"2,452,176","302,630,218",123.5,125,122.5,123,-0.5,"1,523"
109/10/22,"4,118,970","499,103,380",123,124,119.5,120,-3,"2,456"
109/10/23,"2,713,154","329,938,788",121,123,120,122,2,"1,615"
109/10/26,"2,431,619","295,372,479",122,122.5,120.5,122,0,"1,396"
109/10/27,"2,530,381","308,475,352",121,123.5,120.5,122.5,0.5,"1,693"
109/10/28,"2,817,440","342,861,140",122.5,123,120.5,121.5,-1,"1,758"
109/10/29,"2,190,610","263,680,824",119,122,118.5,122,0.5,"1,503"
109/10/30,"10,077,561","1,185,229,809",118,119,116,116.5,-5.5,"5,958"
109/11/02,"4,010,202","456,196,756",116.5,117,112.5,113,-3.5,"2,661"
109/11/03,"1,959,075","224,866,874",114.5,116,113.5,114.5,1.5,"1,334"
109/11/04,"1,554,560","180,022,890",115.5,117,114.5,116,1.5,"1,016"
109/11/05,"2,916,616","335,962,658",116,116.5,114.5,115,-1,"1,223"
109/11/06,"2,963,823","348,600,593",116,118.5,115,118.5,3.5,"2,020"
109/11/09,"2,997,271","356,157,063",119.5,120.5,118,118.5,0,"1,886"
109/11/10,"3,713,762","432,359,351",119,119,115,115.5,-3,"2,280"
109/11/11,"2,227,765","261,781,673",115.5,118.5,115.5,118,2.5,"1,463"
109/11/12,"2,771,828","328,748,158",120,120,118,118.5,0.5,"1,672"
109/11/13,"3,089,190","360,778,406",118,118.5,116,116.5,-2,"1,984"
109/11/16,"3,655,556","433,138,012",117.5,120,117.5,117.5,1,"2,350"
109/11/17,"3,026,431","354,339,660",118,119,116,117,-0.5,"1,999"
109/11/18,"6,227,043","715,487,360",116.5,117,114,114.5,-2.5,"4,311"
109/11/19,"4,917,707","558,979,158",113.5,114.5,113,114,-0.5,"2,752"
109/11/20,"6,124,889","698,430,375",114,116,113,114,0,"3,894"
109/11/23,"2,214,707","253,489,688",114.5,115.5,113.5,114.5,0.5,"1,524"
109/11/24,"4,487,373","520,020,001",115,117,114.5,115.5,1,"3,266"
109/11/25,"2,827,831","329,416,363",116.5,117.5,115.5,116.5,1,"2,016"
109/11/26,"4,081,615","476,930,941",117,118,115.5,117,0.5,"2,522"
109/11/27,"2,840,514","333,056,949",117,118,116,117.5,0.5,"1,726"
109/11/30,"8,885,097","1,065,490,956",118.5,121.5,117.5,120,2.5,"5,217"
109/12/01,"6,085,717","739,501,178",121.5,122.5,119.5,122.5,2.5,"3,937"
109/12/02,"3,446,737","421,433,341",123.5,123.5,121,122.5,0,"2,419"
109/12/03,"3,508,908","429,551,001",123.5,124,121,121.5,-1,"2,355"
109/12/04,"3,652,585","440,970,904",121.5,122,120,121,-0.5,"2,287"
109/12/07,"6,018,481","729,721,973",123,123.5,119.5,121.5,0.5,"3,288"
109/12/08,"6,279,886","775,160,302",123,124.5,122,123.5,2,"4,324"
109/12/09,"4,047,437","497,878,887",124,125,122,122.5,-1,"2,844"
109/12/10,"6,308,039","757,031,813",122,122,119,120,-2.5,"4,435"
109/12/11,"4,953,423","582,959,645",120.5,121,116,117,-3,"3,342"
109/12/14,"1,718,428","200,735,498",117.5,118,115.5,117,0,"1,244"
109/12/15,"3,926,576","449,226,015",117,117,113,113.5,-3.5,"2,629"
109/12/16,"4,078,429","478,202,860",115,118.5,115,118.5,5,"2,316"
109/12/17,"2,032,325","239,915,268",117.5,119,116.5,118,-0.5,"1,342"
109/12/18,"3,831,310","458,950,232",118.5,121,118.5,120,2,"2,350"
109/12/21,"3,166,923","376,860,529",120,120.5,118,119,-1,"1,352"
109/12/22,"3,331,481","393,248,796",119.5,119.5,116,117.5,-1.5,"1,820"
109/12/23,"1,593,916","188,361,568",118.5,119,117,118.5,1,"1,123"
109/12/24,"3,175,852","381,407,010",119.5,121,119,119.5,1,"1,757"
109/12/25,"1,702,270","204,189,962",121,121.5,118.5,119.5,0,"1,226"
109/12/28,"1,530,106","182,643,005",119.5,120,119,119.5,0,"1,148"
109/12/29,"4,668,149","564,483,709",120.5,122.5,120,120,0.5,"3,187"
109/12/30,"1,855,344","224,080,745",121,121.5,120,121,1,"1,352"
109/12/31,"1,383,206","166,964,563",121,121.5,120,121,0,829
110/01/04,"3,681,882","451,410,529",121,124,120.5,123,2,"2,486"
110/01/05,"2,854,509","348,362,129",123,123,121,123,0,"1,912"
110/01/06,"8,773,724","1,087,519,251",124,126,122,122.5,-0.5,"5,810"
110/01/07,"4,747,100","588,058,378",124,125,122.5,124,1.5,"3,096"
110/01/08,"3,929,256","483,481,130",124.5,125,122,122.5,-1.5,"2,645"
110/01/11,"3,215,128","393,678,965",123,123.5,121,122.5,0,"1,845"
110/01/12,"4,559,784","548,978,787",122.5,122.5,119,119,-3.5,"2,956"
110/01/13,"6,700,419","808,280,829",120,122.5,119.5,120,1,"3,428"
110/01/14,"10,477,896","1,289,918,371",120,125,120,124.5,4.5,"6,697"
110/01/15,"9,046,395","1,099,000,617",124.5,125,120,120.5,-4,"5,181"
110/01/18,"3,748,313","445,245,458",119.5,120.5,117,120,-0.5,"2,115"
110/01/19,"3,063,805","363,345,179",120,120.5,118,118.5,-1.5,"2,025"
110/01/20,"6,037,831","697,127,212",118,118.5,113.5,113.5,-5,"3,751"
110/01/21,"10,937,179","1,308,825,432",117.5,122,117,120,6.5,"6,492"
110/01/22,"7,938,507","964,764,063",120,124,119,121,1,"4,746"
110/01/25,"5,117,237","625,807,539",121.5,123.5,120,123,2,"3,084"
110/01/26,"6,211,069","768,926,003",124.5,125.5,121.5,121.5,-1.5,"3,952"
110/01/27,"3,575,268","441,101,910",123,124,122.5,123,1.5,"2,087"
110/01/28,"3,471,558","421,395,124",120,123,120,121.5,-1.5,"2,315"
110/01/29,"3,785,275","455,167,384",121.5,121.5,118.5,119,-2.5,"2,324"
110/02/01,"2,722,578","320,213,318",119,119,115.5,117.5,-1.5,"1,731"
110/02/02,"2,053,266","243,656,446",118.5,120,118,118,0.5,"1,342"
110/02/03,"3,470,976","410,387,474",119,119.5,118,118.5,0.5,830
110/02/04,"3,445,263","416,276,878",118,122.5,117.5,122,3.5,"2,084"
110/02/05,"2,871,944","351,641,796",123,123.5,121.5,122.5,0.5,"1,707"
110/02/17,"5,532,316","686,655,817",125,125,122.5,124.5,2,"3,722"
110/02/18,"7,921,803","986,903,135",125,126,122.5,125,0.5,"4,278"
110/02/19,"20,144,825","2,645,027,437",124,134,124,132,7,"12,359"
110/02/22,"10,806,141","1,401,977,927",131.5,132,128,129.5,-2.5,"7,141"
110/02/23,"6,253,998","798,265,366",128.5,129,126.5,128,-1.5,"4,353"
110/02/24,"6,437,953","827,668,768",129,131,127,127.5,-0.5,"4,242"
110/02/25,"4,112,631","531,127,258",129,131,128,128,0.5,"3,141"
110/02/26,"3,944,461","498,093,407",126,127.5,125.5,126,-2,"2,926"
110/03/02,"3,916,875","491,315,972",127.5,128,123.5,123.5,-2.5,"2,939"
110/03/03,"3,313,273","413,369,829",125,126,123,126,2.5,"2,130"
110/03/04,"3,333,287","414,213,850",126.5,126.5,123,124,-2,"2,064"
110/03/05,"2,185,097","268,801,132",122,124,121,124,0,"1,614"
110/03/08,"2,936,725","361,437,174",124.5,125.5,121.5,122.5,-1.5,"1,991"
110/03/09,"2,948,665","358,059,010",123,123.5,120.5,121,-1.5,"2,210"
110/03/10,"2,115,826","257,512,612",122,123.5,121,121,0,"1,567"
110/03/11,"3,855,021","475,820,126",122,125,121,124,3,"2,495"
110/03/12,"2,143,279","265,306,163",124,125,123,123,-1,"1,557"
110/03/15,"1,345,054","166,887,302",124,125,123.5,124,1,"1,084"
110/03/16,"2,144,248","266,659,143",125,125.5,123.5,124,0,"1,505"
110/03/17,"4,084,105","512,562,642",124,127,124,124.5,0.5,"2,657"
110/03/18,"2,634,857","332,382,702",125.5,127,125.5,126,1.5,"2,040"
110/03/19,"2,360,623","294,522,166",125,126,124,125,-1,"1,679"
110/03/22,"1,906,767","236,882,536",125,125,123.5,124,-1,"1,343"
110/03/23,"1,916,162","239,803,290",125.5,126,124,124.5,0.5,"1,487"
110/03/24,"1,090,474","135,929,178",124.5,125.5,124,124.5,0,976
110/03/25,"2,437,186","301,481,842",124.5,125,123,123,-1.5,"1,509"
110/03/26,"1,252,562","154,707,637",123.5,124,123,123.5,0.5,967
110/03/29,"1,727,949","215,523,557",124,125.5,124,124.5,1,"1,319"
110/03/30,"2,139,061","268,962,622",125,126.5,124.5,125.5,1,"1,494"
110/03/31,"3,607,216","455,934,308",126.5,127,125.5,125.5,0,"2,420"
110/04/01,"3,127,155","393,211,200",127,127.5,124.5,125,-0.5,"1,996"
110/04/06,"2,840,490","354,453,744",126,126.5,124,125.5,0.5,"2,138"
110/04/07,"2,711,770","340,201,884",125,126.5,124,126.5,1,"1,767"
110/04/08,"2,588,544","324,786,318",126,126,125,125.5,-1,"1,918"
110/04/09,"3,157,716","392,859,477",126,126,123.5,124,-1.5,"2,026"
110/04/12,"2,994,907","368,537,015",124.5,125,122,122.5,-1.5,"2,243"
110/04/13,"4,935,479","595,131,859",123.5,123.5,119,119.5,-3,"4,091"
110/04/14,"4,585,205","537,491,567",120,120.5,115,117.5,-2,"3,441"
110/04/15,"3,004,984","353,639,360",118,119,117,118,0.5,"2,265"
110/04/16,"4,574,274","550,537,293",118.5,121.5,118,121.5,3.5,"3,262"
110/04/19,"4,403,829","540,196,063",122,124.5,120.5,124.5,3,"2,707"
110/04/20,"13,110,292","1,665,150,755",126,129.5,125.5,126.5,2,"8,289"
110/04/21,"4,421,520","551,415,862",125.5,126,123.5,124,-2.5,"2,908"
110/04/22,"3,690,955","458,174,144",125,125.5,123,124.5,0.5,"2,416"
110/04/23,"4,353,284","545,906,841",126.5,127,123.5,126,1.5,"2,835"
110/04/26,"4,128,506","523,166,488",127.5,128,125.5,127,1,"2,847"
110/04/27,"2,768,343","347,261,394",127,127,124.5,124.5,-2.5,"1,817"
110/04/28,"6,727,802","821,100,287",125,125.5,120.5,122,-2.5,"5,034"
110/04/29,"8,228,531","981,569,700",121.5,122,118.5,119,-3,"5,796"
110/05/03,"5,752,365","666,285,463",119,119,114.5,114.5,-4.5,"4,357"
110/05/04,"5,881,931","662,344,262",114.5,115.5,110.5,112.5,-2,"3,739"
110/05/05,"3,068,294","346,156,691",114,115,112,112,-0.5,"2,125"
110/05/06,"5,103,587","587,394,581",115.5,117,113.5,114.5,2.5,"2,833"
110/05/07,"3,844,439","448,268,364",116,117.5,115.5,117,2.5,"1,745"
110/05/10,"1,695,819","196,994,280",117.5,117.5,115.5,117,0,919
110/05/11,"4,622,037","537,188,353",115,118,114,115,-2,"2,382"
110/05/12,"6,959,718","772,012,768",115.5,116,104,110.5,-4.5,"4,393"
110/05/13,"3,408,851","373,696,260",108,112,105,112,1.5,"2,254"
110/05/14,"3,462,596","394,934,906",113,116,112,114,2,"1,959"
110/05/17,"5,856,384","644,569,446",108,114,107.5,113.5,-0.5,"2,974"
110/05/18,"2,465,811","282,648,191",114,116,113.5,115,1.5,"1,574"
110/05/19,"2,230,848","257,453,640",116,116,114,116,1,"1,295"
110/05/20,"2,358,922","265,985,423",115.5,116,112.5,113,-3,"1,336"
110/05/21,"1,124,306","127,854,147",114,115.5,113,113,0,727
110/05/24,"1,579,674","181,084,124",112,116,111.5,115.5,2.5,941
110/05/25,"2,592,564","299,334,886",116,117,114,115,-0.5,"1,626"
110/05/26,"1,113,678","128,177,525",115.5,116,114.5,115,0,854
110/05/27,"1,767,632","200,985,133",115,115,113,113,-2,"1,170"
110/05/28,"2,248,109","258,596,764",114.5,115.5,114.5,115.5,2.5,"1,459"
110/05/31,"3,704,929","438,574,624",116.5,120.5,116,119,3.5,"2,727"
110/06/01,"2,714,540","326,687,677",120,121,119.5,120,1,"1,868"
110/06/02,"1,960,559","231,338,331",120,120.5,117,117.5,-2.5,"1,467"
110/06/03,"1,116,063","131,776,583",118,119,117.5,118.5,1,678
110/06/04,"1,951,225","232,876,102",118,120,117.5,119.5,1,"1,613"
110/06/07,"1,387,576","165,459,485",120,120.5,117.5,119.5,0,998
110/06/08,"2,357,938","283,411,118",120,121.5,118.5,118.5,-1,"1,545"
110/06/09,"2,028,364","243,750,976",119,121,118.5,120,1.5,"1,436"
110/06/10,"6,205,261","758,328,202",121,124,120.5,121.5,1.5,"4,001"
110/06/11,"2,738,534","334,097,941",122,123,121,121.5,0,"1,947"
110/06/15,"3,240,657","397,568,958",123,123,122,122.5,1,"2,356"
110/06/16,"5,889,275","725,768,937",123,124,122.5,122.5,0,"3,842"
110/06/17,"5,382,814","657,962,404",122.5,123.5,121,122.5,0,"3,360"
110/06/18,"4,986,632","592,512,481",118.5,119.5,118,119.5,0,"3,257"
110/06/21,"2,986,824","353,036,739",118.5,119.5,117,118,-1.5,"2,397"
110/06/22,"4,346,389","521,511,783",119,121,119,121,3,"3,179"
110/06/23,"22,162,248","2,771,254,526",122,128,119.5,127.5,6.5,"13,442"
110/06/24,"16,880,472","2,182,610,973",129.5,131,127,128.5,1,"10,253"
110/06/25,"25,617,812","3,434,755,424",133,136,131.5,133.5,5,"14,707"
110/06/28,"16,942,893","2,292,737,528",135.5,137.5,133.5,133.5,0,"9,857"
110/06/29,"24,385,307","3,362,431,002",135.5,142,135,136.5,3,"14,698"
110/06/30,"11,202,579","1,525,697,977",138.5,139.5,134,135,-1.5,"7,342"
110/07/01,"8,446,280","1,123,233,973",135,136,131,132.5,-2.5,"5,286"
110/07/02,"8,570,810","1,149,841,471",135,136,132.5,133.5,1,"5,045"
110/07/05,"11,503,274","1,580,503,929",136,141,136,137,3.5,"7,915"
110/07/06,"6,391,303","858,581,752",137.5,137.5,132.5,133,-4,"4,632"
110/07/07,"5,915,082","799,634,199",133,136.5,133,136,3,"4,128"
110/07/08,"19,132,251","2,504,975,783",130.5,133,129,130.5,-5.5,"12,440"
110/07/09,"9,704,724","1,254,858,649",128.5,131.5,128,129,-1.5,"5,881"
110/07/12,"10,622,369","1,356,257,870",130,131,124,129.5,0.5,"7,009"
110/07/13,"7,021,253","915,220,737",131,133.5,127.5,128,-1.5,"5,099"
110/07/14,"8,651,974","1,087,874,908",127.5,128,124.5,125,-3,"5,465"
110/07/15,"11,167,759","1,453,594,819",127.5,132,127,132,7,"7,302"
110/07/16,"5,159,187","675,156,661",129.5,132,129,132,0,"3,466"
110/07/19,"6,037,782","795,748,951",131.5,133.5,130.5,132.5,0.5,"3,229"
110/07/20,"5,727,859","736,491,492",130,130,127,127,-5.5,"4,159"
110/07/21,"7,181,836","904,817,722",129.5,130,124,124.5,-2.5,"5,049"
110/07/22,"4,436,653","565,613,356",126,129,125,127.5,3,"3,169"
110/07/23,"3,053,216","389,712,510",128,129.5,126,127,-0.5,"2,126"
110/07/26,"5,487,532","714,061,139",128,132,128,129.5,2.5,"3,474"
110/07/27,"5,055,831","656,693,274",131.5,132,127.5,131.5,2,"3,617"
110/07/28,"9,671,731","1,209,352,445",130.5,130.5,121,125,-6.5,"6,523"
110/07/29,"4,205,665","534,139,460",126.5,128.5,125,127.5,2.5,"2,612"
110/07/30,"12,012,099","1,554,392,481",124,131.5,124,130,2.5,"7,419"
110/08/02,"6,381,568","843,943,204",132,134,130.5,132.5,2.5,"4,621"
110/08/03,"9,949,736","1,321,028,144",133,137,130,131.5,-1,"7,311"
110/08/04,"5,265,515","686,624,074",131.5,133,129,129.5,-2,"4,020"
110/08/05,"6,115,480","774,140,873",128.5,129,125.5,126.5,-3,"4,534"
110/08/06,"2,591,883","327,300,506",126,128,125,126.5,0,"1,920"
110/08/09,"1,935,480","244,596,059",127,127.5,125,125.5,-1,"1,424"
110/08/10,"9,170,433","1,115,404,588",125.5,126,118.5,122.5,-3,"6,057"
110/08/11,"6,693,270","815,708,811",123,124.5,119.5,120.5,-2,"3,081"
110/08/12,"3,207,363","393,190,500",122,124,120.5,123,2.5,"1,865"
110/08/13,"4,394,486","527,866,557",123.5,124,118.5,118.5,-4.5,"2,764"
110/08/16,"4,793,322","552,915,745",117,117.5,112.5,116,-2.5,"3,313"
110/08/17,"2,129,448","248,664,120",117.5,119,114.5,114.5,-1.5,"1,605"
110/08/18,"4,332,144","505,600,653",113,119.5,113,118,3.5,"2,880"
110/08/19,"2,558,317","300,278,700",117,119,115.5,116,-2,"1,730"
110/08/20,"2,387,757","274,574,186",116.5,117.5,113.5,114,-2,"1,649"
110/08/23,"2,576,416","300,580,278",116.5,118,114.5,117.5,3.5,"1,634"
110/08/24,"5,151,945","618,087,690",118.5,122.5,118,119,1.5,"3,232"
110/08/25,"2,638,549","318,449,844",119,122,118.5,121.5,2.5,"1,695"
110/08/26,"1,754,991","210,330,666",122,122.5,118.5,119.5,-2,"1,387"
110/08/27,"3,931,645","457,853,224",119,119,115,116,-3.5,"2,661"
110/08/30,"2,812,470","323,022,775",116,116.5,114,115.5,-0.5,"2,084"
110/08/31,"2,369,124","273,911,865",116,117.5,114.5,116,0.5,"1,677"
110/09/01,"3,421,032","405,053,208",118,120,117,119.5,3.5,"2,419"
110/09/02,"3,158,706","376,748,546",120,121,117.5,118,-1.5,"1,885"
110/09/03,"3,935,960","459,575,749",119,119,115.5,118,0,"2,328"
110/09/06,"4,561,869","522,160,190",116.5,116.5,113,113.5,-4.5,"3,155"
110/09/07,"2,322,544","264,106,942",113.5,115,112.5,115,1.5,"1,634"
110/09/08,"4,701,103","525,242,461",113.5,113.5,110.5,111,-4,"3,427"
110/09/09,"2,240,132","247,525,321",110,112,108.5,111.5,0.5,"1,708"
110/09/10,"4,159,228","454,634,717",110.5,112,108,109,-2.5,"3,227"
110/09/13,"4,450,060","477,970,013",109.5,109.5,106.5,107,-2,"2,866"
110/09/14,"2,815,803","301,290,579",108,108.5,106,107,0,"2,245"
110/09/15,"3,789,806","403,235,460",107,107.5,105,106,-1,"2,505"
110/09/16,"2,451,024","265,322,017",107.5,109.5,107,107.5,1.5,"1,950"
110/09/17,"3,692,261","395,534,221",108,108.5,106,107.5,0,"2,197"
110/09/22,"2,449,274","260,465,589",105,108.5,104,106.5,-1,"1,658"
110/09/23,"1,762,148","189,712,899",107.5,108.5,107,108,1.5,"1,280"
110/09/24,"1,525,273","166,301,024",109,109.5,108,109,1,"1,167"
110/09/27,"2,830,527","302,865,336",108.5,108.5,106,106,-3,"1,997"
110/09/28,"7,979,196","810,903,692",104.5,104.5,100,102,-4,"5,348"
110/09/29,"3,471,759","349,182,090",99.9,102.5,99.6,100.5,-1.5,"2,391"
110/09/30,"1,690,398","171,848,407",101,103,100,102.5,2,"1,563"
110/10/01,"5,253,178","519,643,004",101.5,101.5,97.3,97.7,-4.8,"4,128"
110/10/04,"2,528,194","247,110,252",98.9,99.5,96.7,97.3,-0.4,"2,410"
110/10/05,"3,779,602","368,222,651",96.8,99.4,95.1,99.1,1.8,"3,235"
110/10/06,"2,959,565","288,342,959",99.3,99.9,95.8,96,-3.1,"2,701"
110/10/07,"2,332,417","229,347,498",97.5,99.8,97.2,98.5,2.5,"1,886"
110/10/08,"3,067,205","303,516,099",99.7,100.5,98.2,98.5,0,"2,575"
110/10/12,"2,212,746","215,946,873",97.9,99.4,96.1,96.2,-2.3,"1,810"
110/10/13,"3,885,293","365,021,087",97,97.3,92.5,92.7,-3.5,"2,634"
110/10/14,"2,336,365","217,033,676",93.8,94.4,92,92.5,-0.2,"1,789"
110/10/15,"2,921,058","277,861,060",94.1,96.1,94.1,95.8,3.3,"2,206"
110/10/18,"2,900,351","274,262,391",96.3,97.3,93.5,94,-1.8,"3,290"
110/10/19,"2,249,367","213,917,212",94,95.7,93.9,95,1,"1,713"
110/10/20,"3,089,738","290,822,217",95.5,95.6,93.2,93.2,-1.8,"2,630"
110/10/21,"4,788,625","445,606,285",93.3,94.5,92.4,93,-0.2,"3,072"
110/10/22,"2,447,777","227,678,540",93.3,93.7,92.5,92.9,-0.1,"1,571"
110/10/25,"1,988,519","184,909,421",93.2,93.7,92.2,93.2,0.3,"1,259"
110/10/26,"2,622,364","247,732,997",94.1,95.6,93.7,94.1,0.9,"1,827"
110/10/27,"3,375,792","321,940,477",94.1,96.2,93.7,95.7,1.6,"2,509"
110/10/28,"13,431,728","1,325,449,910",98.6,102,97.5,97.7,2,"8,112"
110/10/29,"5,037,964","488,705,734",99,99.1,96.1,96.1,-1.6,"3,846"
